"Family","Requirement_ID","Final_Disposition","Validation_Status","Surface","Runtime","Trigger","Evidence"
"Matrix","MX-251","validated","passed","Shipâ€™s Log","motion","An authoritative log entry creates a date group not present in the current view","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-252","validated","passed","Shipâ€™s Log","css;motion","An authoritative unseen entry becomes seen through the defined product action","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-253","validated","passed","Shipâ€™s Log","css;motion","A log entry exposes a valid route-back destination","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-254","validated","passed","Shipâ€™s Log","motion","A synchronized authoritative event is identified as having occurred during an offline interval","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-255","validated","passed","Shipâ€™s Log","css;gsap","An authoritative JOURNAL_ANNOTATION_ADDED event identifies Captain-authored annotation text","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-256","validated","passed","Shipâ€™s Log","css","An authoritative log entry includes a recognized importance level","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-257","validated","validated","Shipâ€™s Log","css;motion","An authoritative snapshot or log event changes the voyage moon-phase value","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","MX-258","validated","validated","Shipâ€™s Log","st_page_flip","Authoritative log history exceeds the designed paginated capacity and the user requests another page","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","MX-259","validated","passed","Finale","gsap;rive","Successful requirement-update presentation after the authoritative event and permanent socket target are both available.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-260","validated","passed","Finale","gsap;rive","User requests replay of a persisted finale event from event history.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-261","rejected-approved","rejected-approved","Finale","rive;web_audio","Finale mechanism is visible and optional approved finale audio is actively playing.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","MX-262","validated","passed","Captain Library","css","Authoritative Captain Library item enters Needs Attention state and remains visible.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-263","validated","passed","Captain Library","gsap;motion","Successful authoritative voyage launch response before navigation or waiting-room handoff.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-264","validated","passed","Captain Library","motion","Polling or publish response introduces a newer authoritative published Tale version.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-265","validated","passed","Captain Library","motion","Wizard enters Review after all prerequisite steps validate.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-266","validated","passed","Captain Library","css","Approved Copy action succeeds for the current invitation result.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-267","validated","passed","Captain Library","motion","Authoritative scheduling operation or polling payload changes a voyage schedule state.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-268","validated","passed","Quartermaster live control","gsap;motion","After confirmation and before mutation or cinematic start.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-269","validated","passed","Quartermaster live control","gsap;motion","When an authoritative command request starts and remains unresolved.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-270","validated","passed","Quartermaster live control","gsap;motion","Authoritative ARTIFACT_AWARDED, silhouette, or connection event.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-271","validated","passed","Quartermaster live control","motion","When a second command is attempted while another command or reconciliation is active.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-272","validated","passed","Studio","css;dnd_kit;motion","Pointer or keyboard drag enters or leaves a valid drop zone.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-273","validated","passed","Studio","css;dnd_kit","Pointer or keyboard drag begins.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-274","validated","passed","Studio","gsap;motion;rive","Successful authoritative publish response only.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-275","validated","passed","Studio","css;motion","Preview open, close, viewport change, or successful full-preview route.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-276","validated","passed","Studio","css;dnd_kit;motion","Successful image drop or authoritative field assignment.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-277","validated","passed","Studio","motion","Undo or redo changes the draft history cursor.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-278","validated","passed","Studio","dnd_kit;motion","Chapter pointer or keyboard reorder completes and persists.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
