"historical_case_id","source_file","source_line","title","project","protected_contract","historical_architecture_dependency","current_relevance","classification","canonical_replacement_suite","canonical_replacement_test_ids","canonical_replacement_historical_test_ids","canonical_replacement_semantic_ids","current_source_files","current_contract_ids","equal_or_stronger_coverage","consolidation_justification","retirement_evidence","remaining_limitation"
"p34-d4f2f23cb54974fbeb6e","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 844x390 quest-discovery is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-d4f2f23cb54974fbeb6e","","sl-semantic-2be69d3c91a93da32e3e","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-02616e96cbfcbe9a4988","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 844x390 log-entry is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-02616e96cbfcbe9a4988","","sl-semantic-921e1950ee36f9f29dfe","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-7d78b8e6ec4c0a88065e","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 844x390 finale-tease is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-7d78b8e6ec4c0a88065e","","sl-semantic-9784de2df1b0a8744703","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-ce560e17c9dc23088b25","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 844x390 pause is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-ce560e17c9dc23088b25","","sl-semantic-7db3f113a349cb56ce4a","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-28925f792ec6c0227574","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 844x390 replay is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-28925f792ec6c0227574","","sl-semantic-6660b89ea40927b68599","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-4357dfe8f91a35ba1f0a","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 844x390 fallback is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-4357dfe8f91a35ba1f0a","","sl-semantic-ebcf7a8ab169418670be","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-a699ad83f72f7b58b334","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 844x390 interrupted-scene is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-a699ad83f72f7b58b334","","sl-semantic-0215bc404222b11480f1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-7af6a77fec0bd7e6f5df","tests/e2e/phase3-visual-checkpoints.spec.ts","1630","captures the exact sanitized 57-row Phase 3 visual checkpoint catalog","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CONSOLIDATED_CURRENT_CONTRACT","REPLACED_CANONICAL","browser.player-journal","sl-test-17a8d389abb4b7a44246;sl-test-6d141302dd569648635e","","sl-semantic-153711fc67504e17680c;sl-semantic-10da95b56c119939ea17","tests/e2e/phase3-visual-checkpoints.spec.ts;tests/e2e/phase3-visual-checkpoints.spec.ts","journal-ready-state;journal-ready-state","The focused current family provides consolidated equal-or-stronger coverage for the retained behavior.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-2635db0ea45256592ccd","tests/e2e/project-one-voyage-phase2.spec.ts","148","Project One Voyage Phase 2 compatibility acceptance › A: the historical Player doorway resolves canonical state without legacy writes or replay","webkit-mobile","invitation-acceptance","retired shared PlayerExperience access flow","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.invitations","sl-test-2635db0ea45256592ccd","","sl-semantic-6f10dd69781a37123cc8","tests/e2e/project-one-voyage-phase2.spec.ts","invitation-acceptance","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.invitations contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-c071d23fd9f3c3204e3d","tests/e2e/project-one-voyage-phase2.spec.ts","230","Project One Voyage Phase 2 compatibility acceptance › B: revocation denies the retained credential without restoring membership or issuing a session","webkit-mobile","invitation-acceptance","retired shared PlayerExperience access flow","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.invitations","sl-test-c071d23fd9f3c3204e3d","","sl-semantic-340e77479a1c33441a24","tests/e2e/project-one-voyage-phase2.spec.ts","invitation-acceptance","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.invitations contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-4939a4d7b7f86a175340","tests/e2e/project-one-voyage-phase2.spec.ts","280","Project One Voyage Phase 2 compatibility acceptance › C: Quartermaster hands off to Captain and writes one canonical command receipt","webkit-mobile","invitation-acceptance","retired shared PlayerExperience access flow","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.invitations","sl-test-4939a4d7b7f86a175340","","sl-semantic-731c5935e48858c4c7b2","tests/e2e/project-one-voyage-phase2.spec.ts","invitation-acceptance","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.invitations contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-aa3b40c8f34094472b32","tests/e2e/sealed-hold-phase4.spec.ts","45","Phase 4 authenticated protected-media workflow is private, accessible, revocable, and restart-safe","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.private-operations","sl-test-aa3b40c8f34094472b32","","sl-semantic-1adac6ff059b6ef19ce7","tests/e2e/sealed-hold-phase4.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.private-operations contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
